Assembly accession	Name	NCBI taxonomy	GTDB taxonomy (r214)	External link 1	External link 2	Biosample accession	Bioproject accession	WGS accession	Sequencing platform	Submission date	Submitter	Title	PMID	DOI	Publish_date	Author	Geographic location	Environment	Geographic coordinates	point	Latitude	longitude	Completeness	Contamination	quality	# contigs	Largest contig	Total length	GC (%)	N50	N50	Assembly level
GCA_015228775.1	Magnetococcales_bacterium_nYD0423bin3	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__Magnetaquicoccus;<br>s__Magnetaquicoccus sp002753095	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228775.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228775.1"">GTDB</a>"	SAMN15005603	PRJNA400260	JADGCW000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing	freshwater	39.974732 N 116.368688 E	(39.97443735, 116.36869950329081, 0.0)	39.97443735	116.368699503291	98.94	1.26	High	146	227356	4504422	55.48	60044	50346	Scaffold
GCA_015228785.1	Candidatus_Omnitrophica_bacterium_nXXbin4	d__Bacteria;<br>p__Candidatus Omnitrophica;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Omnitrophota;<br>c__Koll11;<br>o__Zapsychrales;<br>f__Fredricksoniimonadaceae;<br>g__JAAYZZ01;<br>s__JAAYZZ01 sp015228785	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228785.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228785.1"">GTDB</a>"	SAMN15005520	PRJNA400260	JADGCU000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Qinghai	freshwater	38.170074 N 90.57854 E	(38.2521603, 90.8593199, 0.0)	38.2521603	90.8593199	79.91	1.17	Medium	123	110426	2023619	46.42	29252	21125	Scaffold
GCA_015228815.1	Magnetococcales_bacterium_nYD0423bin2	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp015228815	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228815.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228815.1"">GTDB</a>"	SAMN15005575	PRJNA400260	JADGCV000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing	freshwater	39.974732 N 116.368688 E	(39.97443735, 116.36869950329081, 0.0)	39.97443735	116.368699503291	96.64	2.1	High	97	252730	4218176	56.86	82296	68004	Scaffold
GCA_015228825.1	Magnetococcales_bacterium_nYD0425bin13	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__Magnetaquicoccus;<br>s__Magnetaquicoccus sp002753095	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228825.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228825.1"">GTDB</a>"	SAMN15005604	PRJNA400260	JADGCX000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing	freshwater	39.974732 N 116.368688 E	(39.97443735, 116.36869950329081, 0.0)	39.97443735	116.368699503291	98.1	1.26	High	231	135872	4219362	55.36	32122	30941	Scaffold
GCA_015228835.1	Desulfamplus_sp._nXXbin12	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__Desulfobacterales;<br>f__Desulfobacteraceae;<br>g__Desulfamplus;<br>s__	d__Bacteria;<br>p__Desulfobacterota;<br>c__Desulfobacteria;<br>o__Desulfobacterales;<br>f__Desulfobacteraceae;<br>g__Desulfamplus;<br>s__Desulfamplus sp015232465	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228835.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228835.1"">GTDB</a>"	SAMN15005473	PRJNA400260	JADGCT000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Qinghai	freshwater	38.170074 N 90.57854 E	(38.2521603, 90.8593199, 0.0)	38.2521603	90.8593199	57.14	0.0	Medium	369	27988	2585509	37.76	9633	7558	Scaffold
GCA_015228875.1	Deltaproteobacteria_bacterium_nXXbin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__UBA10199;<br>c__UBA10199;<br>o__UBA10199;<br>f__JADGCS01;<br>g__JADGCS01;<br>s__JADGCS01 sp015228875	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228875.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228875.1"">GTDB</a>"	SAMN15005615	PRJNA400260	JADGCS000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Qinghai	freshwater	38.170074 N 90.57854 E	(38.2521603, 90.8593199, 0.0)	38.2521603	90.8593199	93.7	0.05	High	228	125110	4584649	47.04	34535	32500	Scaffold
GCA_015228895.1	Magnetococcales_bacterium_nWRX3bin7	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__WMHbin3;<br>s__WMHbin3 sp015228895	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228895.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228895.1"">GTDB</a>"	SAMN15005601	PRJNA400260	JADGCR000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.455 N 117.63305 E	(48.0617, 117.801, 0.0)	48.0617	117.801	61.21	1.72	Medium	501	43791	2890396	61.11	7739	7739	Contig
GCA_015228915.1	Alphaproteobacteria_bacterium_nWRX3bin4	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Alphaproteobacteria;<br>o__Rhodospirillales;<br>f__Rhodospirillaceae;<br>g__JADGDA01;<br>s__JADGDA01 sp015228695	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228915.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228915.1"">GTDB</a>"	SAMN15005532	PRJNA400260	JADGCP000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.455 N 117.63305 E	(48.0617, 117.801, 0.0)	48.0617	117.801	78.32	0.18	Medium	411	29825	2589846	66.09	8279	8279	Scaffold
GCA_015228925.1	Magnetococcales_bacterium_nWRX3bin6	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp015228925	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228925.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228925.1"">GTDB</a>"	SAMN15005574	PRJNA400260	JADGCQ000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.455 N 117.63305 E	(48.0617, 117.801, 0.0)	48.0617	117.801	97.48	2.94	High	219	148025	4250176	52.02	32202	29590	Scaffold
GCA_015228935.1	Magnetococcales_bacterium_nWRX3bin2	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__DC0425bin3;<br>g__HA3dbin3;<br>s__HA3dbin3 sp015228935	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228935.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228935.1"">GTDB</a>"	SAMN15005564	PRJNA400260	JADGCO000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.455 N 117.63305 E	(48.0617, 117.801, 0.0)	48.0617	117.801	95.63	0.0	High	197	276777	4705593	54.61	41621	33918	Scaffold
GCA_015228975.1	Magnetococcales_bacterium_nWRX3bin12	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp015228975	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228975.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228975.1"">GTDB</a>"	SAMN15005573	PRJNA400260	JADGCN000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.455 N 117.63305 E	(48.0617, 117.801, 0.0)	48.0617	117.801	78.88	3.85	Medium	234	101072	3749591	52.93	22708	21782	Scaffold
GCA_015228995.1	Magnetococcales_bacterium_nWRX3bin11	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__JADGCH01;<br>g__JADGCH01;<br>s__JADGCH01 sp015228995	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015228995.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015228995.1"">GTDB</a>"	SAMN15005559	PRJNA400260	JADGCM000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.455 N 117.63305 E	(48.0617, 117.801, 0.0)	48.0617	117.801	65.43	0.0	Medium	287	46469	1964340	53.76	9873	9873	Scaffold
GCA_015229005.1	Magnetococcales_bacterium_nWRX3bin10	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__JADGCL01;<br>g__JADGCL01;<br>s__JADGCL01 sp015229005	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229005.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229005.1"">GTDB</a>"	SAMN15005558	PRJNA400260	JADGCL000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.455 N 117.63305 E	(48.0617, 117.801, 0.0)	48.0617	117.801	58.62	0.0	Medium	173	117121	3279066	62.87	36559	33170	Scaffold
GCA_015229035.1	Magnetococcales_bacterium_nWRX2bin6	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753735	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229035.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229035.1"">GTDB</a>"	SAMN15005584	PRJNA400260	JADGCK000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.23111 N 117.62277 E	(48.2319669, 117.6247069, 0.0)	48.2319669	117.6247069	97.48	2.1	High	210	120898	4720370	54.25	37239	35976	Scaffold
GCA_015229045.1	Magnetococcales_bacterium_nWRX1bin6	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__DC0425bin3;<br>g__HA3dbin3;<br>s__HA3dbin3 sp015229045	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229045.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229045.1"">GTDB</a>"	SAMN15005563	PRJNA400260	JADGCJ000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.23222 N 117.62305 E	(48.2319669, 117.6247069, 0.0)	48.2319669	117.6247069	83.19	5.04	Medium	283	157526	4081011	57.46	24368	22975	Scaffold
GCA_015229055.1	Magnetococcales_bacterium_nWRX1bin5	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753735	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229055.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229055.1"">GTDB</a>"	SAMN15005583	PRJNA400260	JADGCI000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.23222 N 117.62305 E	(48.2319669, 117.6247069, 0.0)	48.2319669	117.6247069	94.12	2.1	High	173	132784	4550986	54.4	42614	36880	Scaffold
GCA_015229095.1	Magnetococcales_bacterium_nWRX1bin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__HCHbin5;<br>s__HCHbin5 sp015229095	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229095.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229095.1"">GTDB</a>"	SAMN15005587	PRJNA400260	JADGCE000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.23222 N 117.62305 E	(48.2319669, 117.6247069, 0.0)	48.2319669	117.6247069	75.18	1.68	Medium	200	58756	2629331	59.27	17832	13002	Scaffold
GCA_015229105.1	Magnetococcales_bacterium_nWRX1bin12	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__JADGCL01;<br>g__JADGCL01;<br>s__JADGCL01 sp015229005	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229105.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229105.1"">GTDB</a>"	SAMN15005556	PRJNA400260	JADGCG000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.23222 N 117.62305 E	(48.2319669, 117.6247069, 0.0)	48.2319669	117.6247069	58.4	1.26	Medium	199	90776	2774909	62.96	27522	27388	Scaffold
GCA_015229115.1	Magnetococcales_bacterium_nWRX1bin3	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__JADGCH01;<br>g__JADGCH01;<br>s__JADGCH01 sp015229115	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229115.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229115.1"">GTDB</a>"	SAMN15005557	PRJNA400260	JADGCH000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.23222 N 117.62305 E	(48.2319669, 117.6247069, 0.0)	48.2319669	117.6247069	91.04	3.36	High	184	155931	3146079	54.88	35126	29223	Scaffold
GCA_015229135.1	Magnetococcales_bacterium_nWRX1bin11	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__JAANAU01;<br>s__JAANAU01 sp015231775	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229135.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229135.1"">GTDB</a>"	SAMN15005600	PRJNA400260	JADGCF000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	48.23222 N 117.62305 E	(48.2319669, 117.6247069, 0.0)	48.2319669	117.6247069	75.33	5.04	Medium	254	92361	3564413	60.94	22436	22436	Scaffold
GCA_015229165.1	Nitrospinae_bacterium_nWMHbin6	d__Bacteria;<br>p__Nitrospinae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospinota;<br>c__UBA7883;<br>o__UBA7883;<br>f__JADGCD01;<br>g__JADGCD01;<br>s__JADGCD01 sp015229165	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229165.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229165.1"">GTDB</a>"	SAMN15005486	PRJNA400260	JADGCD000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing	freshwater	39.993142 N 116.30256 E	(39.99171495, 116.30393496863539, 0.0)	39.99171495	116.303934968635	73.74	0.85	Medium	346	48456	2310852	63.95	9145	8657	Scaffold
GCA_015229215.1	Alphaproteobacteria_bacterium_nWMHbin5	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Alphaproteobacteria;<br>o__Rhodospirillales;<br>f__WMHbin7;<br>g__WMHbin7;<br>s__WMHbin7 sp002753155	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015229215.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015229215.1"">GTDB</a>"	SAMN15005544	PRJNA400260	JADGCC000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing	freshwater	39.993142 N 116.30256 E	(39.99171495, 116.30393496863539, 0.0)	39.99171495	116.303934968635	97.01	0.0	High	80	521566	3563391	59.35	105961	70874	Scaffold
GCA_015231175.1	Magnetococcales_bacterium_nWMHbin2	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__DC0425bin3;<br>g__HA3dbin3;<br>s__HA3dbin3 sp015231175	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015231175.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015231175.1"">GTDB</a>"	SAMN15005562	PRJNA400260	JADGBZ000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing	freshwater	39.993142 N 116.30256 E	(39.99171495, 116.30393496863539, 0.0)	39.99171495	116.303934968635	95.38	0.84	High	175	127019	3812214	57.17	39732	34909	Scaffold
GCA_015231205.1	Magnetococcales_bacterium_nWMHbin4	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753735	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015231205.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015231205.1"">GTDB</a>"	SAMN15005582	PRJNA400260	JADGCB000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing	freshwater	39.993142 N 116.30256 E	(39.99171495, 116.30393496863539, 0.0)	39.99171495	116.303934968635	97.48	2.1	High	207	107318	4156077	54.29	31156	28390	Scaffold
GCA_015231215.1	Magnetococcales_bacterium_nWMHbin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__Magnetaquicoccus;<br>s__Magnetaquicoccus sp002753135	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015231215.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015231215.1"">GTDB</a>"	SAMN15005605	PRJNA400260	JADGBY000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing	freshwater	39.993142 N 116.30256 E	(39.99171495, 116.30393496863539, 0.0)	39.99171495	116.303934968635	96.69	2.63	High	116	265640	4373155	54.97	83117	83117	Scaffold
